27.3297 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D17E89AC40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D17E89ABE0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D17E89AA30>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D17EDEC550>, multiSample=False, name='window1', numSamples=2, pos=(760, 390), screen=0, size=array([400, 300]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
27.3297 	EXP 	window1: mouseVisible = True
27.3298 	EXP 	window1: backgroundImage = ''
27.3298 	EXP 	window1: backgroundFit = 'none'
27.3314 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
27.3314 	EXP 	window1: recordFrameIntervals = False
27.4946 	EXP 	window1: recordFrameIntervals = True
27.7265 	WARNING 	t of last frame was 80.59ms (=1/12)
27.8959 	EXP 	Screen (0) actual frame rate measured at 59.14Hz
27.8959 	EXP 	window1: recordFrameIntervals = False
27.8959 	EXP 	window1: mouseVisible = True
28.0566 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
34.6031 	EXP 	AB: status = STARTED
34.6034 	EXP 	window1: mouseVisible = True
35.1685 	EXP 	Created text_insctructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='text_insctructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
35.1687 	EXP 	window1: mouseVisible = True
35.1698 	EXP 	Created context_word = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='context_word', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
35.1699 	EXP 	window1: mouseVisible = True
